"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70"
18.621593017266,18.6858263011431,20.8848476015552,18.0265954494537,20.9870650073011,19.0062840760988,16.9136247938331,21.3923058015498,23.7853424747505,19.0833013179174,17.4304624664269,18.5091696464173,19.9591701718302,20.1472035765813,21.4629992442575,21.2082869098069,18.2246895982512,16.8937621709679,20.807390180117,20.8355790758611,19.753015457639,20.810834309029,19.2698494335351,22.8902795793475,22.0976096225414,22.692790085282,25.2258979239425,23.4782639219797,25.2504700581359,24.5209977971064,23.01103379155,23.8364431828567,25.6085024714873,23.3764333645097,20.0956024815954,20.1849298791593,22.976841930795,21.9660311723612,19.2107447048412,21.0794948033845,20.9609645129883,19.7148381200629,18.2618328806803,19.3850368103226,18.6427173275682,16.223498298807,17.3559537198004,17.8887874945894,19.8908256692999,18.0336622899798,16.5724082995079,18.5842861283111,18.2313088149175,18.8573168688956,17.1534015917553,20.903741048375,19.1242032438264,19.3210159200454,16.7925993712474,19.7528855497762,20.2859459946232,15.0984550751601,17.9222851729534,17.3258182068148,17.9790549742483,17.5613703336204,20.3869093635563,18.5645272470996,17.3600309709999,18.8906554761273
21.7995382461841,22.1813790423263,19.8548972747041,16.5472605115762,18.216494721796,20.4453698203857,21.4582861804223,19.7969272618086,18.6532033318197,21.3667993600174,21.1591499718757,19.861796265914,20.4064227452891,19.4180424895218,19.2517096139881,19.1024360473502,19.7695806623877,21.8722834491279,19.7665667385312,18.0054620510951,18.5122078992651,21.568925999608,20.5008651950627,19.7152308227785,20.5932146125578,20.2019204909145,18.4748687325254,18.0565760225071,21.5697690549575,22.9499709377099,23.5812296394951,25.6211278793556,25.3043396187374,23.433537983778,25.205694980796,23.3993373349795,24.6601151971251,23.4213389457608,24.870724912343,24.9097327287054,23.4809647592147,23.197904667285,22.6383956872482,21.3649731378507,19.2193927729173,20.9824419055878,20.7216755840359,20.6835539653096,18.9374500906494,19.9187774450958,18.5091092476828,16.8875780890291,17.756038356728,16.4298457951164,18.2993275208799,17.4099159126644,19.8917641138896,17.1057950761115,16.7678798912956,17.5360013024828,17.5990942691864,19.8852356067292,19.3393944231203,20.504042819399,17.3262889564272,18.3439609999247,18.2811538095782,18.8017449280904,19.7097505411022,18.41153071217
20.9565709005375,20.0399863527722,19.9455578179872,20.0460796466446,20.665240523656,19.9545620243436,19.2246656075771,19.2106536139876,19.6640627452981,19.7028246906473,20.7044232794784,21.7195713674399,19.9517772834803,20.2096976384711,20.1443548543887,20.9394808721203,20.0286347291185,19.6121142069154,20.0337019612643,19.7482352609419,20.8092075823233,20.3285504161625,20.8563779033716,20.0645380722907,19.9958916040931,19.1568809130792,20.109955580264,21.616852695364,19.1523784505091,19.0800348272787,21.1004921026837,21.0251283598552,21.7458292987215,20.5234181072379,20.7870841375232,22.6743785989444,23.062289346114,24.2486727516011,23.0326968528104,24.5332371635849,23.8229768343573,24.005916314618,24.2265524670393,23.7746534417194,23.7819372670037,22.7606899441761,22.5658841597859,21.8202388459117,21.738307494874,21.2441648895835,20.6882254832041,20.4969941538831,19.9188768718144,19.8593227171501,18.9720432499671,17.1877510628713,18.8993429139233,18.9181352964205,17.7320847134279,16.5079053643571,17.55854129145,18.3309320614495,19.2826658977915,18.5103592469995,17.7511024509853,18.1710338139086,18.6746666899817,18.0986267918878,18.198558518534,18.3957507530211
18.989995544498,18.5689393686445,20.1485783957553,18.1369109184944,19.9034271180718,17.48249918624,17.6562383833531,19.6989300332242,21.9769628567736,21.3858395881574,15.9402213658032,22.7681621983901,21.0109734674412,18.8355593199049,21.7002045173299,20.9275447807698,19.4338329555121,19.3574904361806,20.9180011762606,19.8577790178973,20.1597555903124,19.4173791780323,23.7338253528114,24.7730966665059,24.1047596238407,19.4522736003388,23.6837840703198,24.8692651140375,23.4293661281691,20.8703970793776,23.0432845684999,25.1614092786501,23.1848960219524,22.9265298747502,23.8119630562167,23.0982829689037,22.1144318481765,19.9561309510731,18.7693678469687,21.5615981345114,18.7594885432491,18.8658080294295,20.5910176232233,19.1602364525147,16.1719491334801,19.2785459742897,18.9721113995953,19.3042305521904,18.1466987202312,17.2739924270522,18.8075637495983,18.1280856875927,16.5251538197927,17.8442829956326,16.5250330308604,15.1485880967386,21.3071032223878,21.8994593364351,17.9840070374486,17.8185591245789,20.5240941726089,18.8267542297461,19.5621463625733,19.0447017068244,18.8299898813555,19.1381699323623,18.463325088687,22.2316083936283,18.0353013607443,17.6015543991599
19.0336685394205,22.6937049695512,17.2107754181907,19.9967450547932,22.0342625370414,20.6767039549637,17.0415868456858,21.0097142691807,21.4511258679447,19.0550993031499,20.9669433135216,20.9881633017421,18.9894133316809,22.1924988067568,21.9809812815553,18.4014024267203,19.3979762233064,19.145429403175,20.7103706421687,22.2568973290993,23.7102353351184,25.839782472007,22.6397365054925,22.9102416436839,22.7530818365196,23.9288935087135,22.1387488476983,23.0253611947891,24.8037547527459,22.5561493953521,22.4873114706629,22.9590372364406,20.8961113462712,18.1581711333227,18.9748981035178,18.7119795938621,15.8176904216071,19.6592544518203,20.2613925151287,18.8298351701134,18.2367733442736,14.8520836189089,16.8391530798013,17.5068028471114,19.2391024527153,17.4768421642199,16.2428524722873,19.8838255386632,17.9034385664162,19.2358454444613,18.1613408428408,15.8775669034371,18.1391230450752,15.7593750639,16.3764655744411,18.5756447584019,17.7609916347299,18.8275669814309,17.0555805313401,19.6156097053488,18.8403511068341,17.4726906961715,19.737891072958,15.6020513368132,16.5857946851043,19.4951972082893,19.246980488472,18.462123868377,18.8533281194302,17.1425634171172
18.8186633554681,18.7948409128497,19.6584980520278,19.831059795721,22.0416836354109,19.9990071294655,21.559055529194,20.4621965602411,19.4387623528779,21.2564931393342,21.1245400225254,19.2534260913831,21.1681537150195,19.8902606843863,19.7987873448853,21.4037049852317,21.6432295776818,17.8953101232441,20.0545179480996,17.9826144059393,19.0950558791415,19.7762704973022,18.8742001760998,19.4420261698322,19.6454752857972,19.0504471719273,19.5890446863178,21.1093130319634,22.9317244161814,21.7550531121868,21.9867637344064,20.7971860323531,24.2007043651317,24.3758913000405,23.8220803783565,22.4581336797698,23.6814293925398,24.0140210163288,23.0203167023238,23.0063253621301,20.3634068180485,22.7785535582229,20.928851612464,21.7677252406507,22.0356133013922,20.5294888136958,19.4494212188335,17.5528255302188,19.5341276626943,18.2217909216307,18.5723380917829,18.8360706253908,19.3933064021088,18.9746387608531,19.096157095707,17.5828668032482,20.0370057903548,18.4629262280344,17.2977790111275,17.7885768599252,18.2191168920517,17.409733995374,16.7150404141863,17.7081026661423,19.2489972125016,17.0965735954591,18.4342661016261,19.2386491958608,19.8160600474623,18.9007716684504
19.3629332847479,21.6954809600518,20.6297973556339,20.3044674000362,19.9479009206288,17.2284269693265,20.5056475153817,21.0954168868478,19.8751648987655,19.9688243484867,19.7483237107824,19.5754968625314,18.9938684904249,20.4047594274062,20.0562100632438,18.7704728178274,20.7833975299005,18.4987824270391,22.0583383929993,20.235251980051,18.9354307938922,22.4415892285832,23.0236863551895,23.9226520243178,24.2762777301841,24.404610586731,24.3271572626249,25.0658608209105,24.0166035410239,24.9367722451204,24.0227002751925,23.1887348908411,21.2320194986396,20.8334898915541,21.9444593104064,21.3513812236649,19.7311129161709,20.6118785372417,20.0968683712763,21.0077806914917,17.8985796555464,19.7086862457923,18.8920749479075,18.0427779872808,19.3768441664392,18.3363440693452,20.2911998011752,16.5876785596354,18.8004218386597,16.5109681907534,18.2322773241129,18.7192963969566,18.6218514527248,18.3971315563528,19.8393382645262,18.4229667629907,16.480273216385,16.9202065079229,17.6478250502871,19.0996760498285,17.6007828086496,16.1752983116728,16.5669579791886,18.4699836074388,18.9373707143316,16.4079660512591,18.1431357517066,17.8443955550003,17.8251942331417,16.8612076151065
19.9490591205829,19.8014782118693,19.9126922545796,19.9621567493464,19.5736540391189,19.8791041294846,19.5136421102996,19.9398048152177,20.1395205042616,20.0393614791555,20.2606254531281,20.0420486262759,19.7799166785397,20.0102619056262,20.2653512755965,20.1939376378076,19.9606028829399,19.7546438331561,20.1094576809723,20.0106898169081,19.7516021827794,19.9127385724555,19.8927551702776,20.1612759653174,19.8073637979697,20.0840692574821,20.070967321529,20.0859135624008,20.2394663653587,20.2234755893028,20.2673105856019,19.7569319419275,20.2349468238126,19.9693648845934,19.9107847332617,20.3518976663826,20.1118157806847,20.1398981961072,20.1007054180014,20.6133517323162,20.4777406738972,20.3609879510819,20.4868807631818,20.3506020249207,21.3541059464846,21.9693868044984,23.3273195392272,24.5239605495477,24.0529740974166,24.4338981255665,24.0713692438766,24.1496691613929,24.2239421714937,24.3358711958132,23.6610259903206,23.3622727202764,22.8252911259454,22.6484592420685,21.6925429208509,21.3281012023086,20.9173490981503,20.505676917379,20.2219032098737,19.3991965045373,18.9795472593443,18.8035546958436,18.2885368805122,18.2730308002031,18.0272856726815,18.1530467729166
18.2360256913103,20.093647797085,20.4220540173577,23.0155554647538,21.2235817723684,16.9146431307972,19.8341511771799,19.7587886857751,23.282320259212,18.8668069749446,18.8782708908383,17.9608723247778,23.8935400808812,21.8287637239237,21.9246067291514,16.6556867034718,21.986627397884,19.5115250354771,18.5591787328974,20.7004187501494,17.1936293355048,18.7196315652765,20.737057495461,21.7199195135429,22.6044732289986,18.3809375844457,21.7349039538756,16.3514766759294,23.1593723219361,19.0671926871411,24.2554000821467,18.698344740036,22.6634883685934,18.9704831173521,18.2596947844797,23.4271955356023,23.3339615778207,23.0381546407069,24.4092453118877,21.1826323962063,24.7421001414422,23.5429011832779,23.6979538849489,24.4115410848295,24.4204877100974,22.340174147542,24.6265393236988,24.4509456002702,22.2562890029449,19.7681315975725,25.6570160629312,17.0968262848365,22.3400472729132,19.2938815889322,16.2900834585409,23.7825047670054,18.2626370508808,17.3553948560352,16.6404312204861,15.6418798740672,16.950067242407,19.373528606191,17.5017039471408,20.5330529884669,16.6350377823732,16.305390251264,16.0324622830714,18.3969960926209,17.7828895994307,19.477256777524
20,20,20,20,20,20,20,20,20,20,20,20,20,20.02,20.04,20.06,20.08,20.1,20.12,20.14,20.16,20.18,20.2,20.22,20.24,20.26,20.28,20.3,21.3,22.3,23.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,23.8,23.3,22.8,22.3,21.8,21.3,20.8,20.3,19.8,19.3,19.05,18.8,18.55,18.3,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05
